Province,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered
,Seychelles,-4.6796,55.492,29 January 2020,0,0,0
,Singapore,1.2833,103.8333,29 January 2020,7,0,0
,Slovakia,48.669,19.699,29 January 2020,0,0,0
,Slovenia,46.1512,14.9955,29 January 2020,0,0,0
,Somalia,5.1521,46.1996,29 January 2020,0,0,0
,South Africa,-30.5595,22.9375,29 January 2020,0,0,0
,Spain,40,-4,29 January 2020,0,0,0
,Sri Lanka,7,81,29 January 2020,1,0,0
,Sudan,12.8628,30.2176,29 January 2020,0,0,0
,Suriname,3.9193,-56.0278,29 January 2020,0,0,0
,Sweden,63,16,29 January 2020,0,0,0
,Switzerland,46.8182,8.2275,29 January 2020,0,0,0
,Taiwan*,23.7,121,29 January 2020,8,0,0
,Tanzania,-6.369,34.8888,29 January 2020,0,0,0
,Thailand,15,101,29 January 2020,14,0,5
,Togo,8.6195,0.8248,29 January 2020,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,29 January 2020,0,0,0
,Tunisia,34,9,29 January 2020,0,0,0
,Turkey,38.9637,35.2433,29 January 2020,0,0,0
,Uganda,1,32,29 January 2020,0,0,0
,Ukraine,48.3794,31.1656,29 January 2020,0,0,0
,United Arab Emirates,24,54,29 January 2020,4,0,0
Bermuda,United Kingdom,32.3078,-64.7505,29 January 2020,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,29 January 2020,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,29 January 2020,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,29 January 2020,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,29 January 2020,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,29 January 2020,0,0,0
,United Kingdom,55.3781,-3.436,29 January 2020,0,0,0
,Uruguay,-32.5228,-55.7658,29 January 2020,0,0,0
,US,37.0902,-95.7129,29 January 2020,5,0,0
,Uzbekistan,41.3775,64.5853,29 January 2020,0,0,0
,Venezuela,6.4238,-66.5897,29 January 2020,0,0,0
,Vietnam,16,108,29 January 2020,2,0,0
,Zambia,-15.4167,28.2833,29 January 2020,0,0,0
,Zimbabwe,-20,30,29 January 2020,0,0,0
Diamond Princess,Canada,0,0,29 January 2020,0,0,0
,Dominica,15.415,-61.371,29 January 2020,0,0,0
,Grenada,12.1165,-61.679,29 January 2020,0,0,0
,Mozambique,-18.665695,35.529562,29 January 2020,0,0,0
,Syria,34.802075,38.996815,29 January 2020,0,0,0
,Timor-Leste,-8.874217,125.727539,29 January 2020,0,0,0
,Belize,13.1939,-59.5432,29 January 2020,0,0,0
,Laos,19.85627,102.495496,29 January 2020,0,0,0
,Libya,26.3351,17.228331,29 January 2020,0,0,0
,West Bank and Gaza,31.9522,35.2332,29 January 2020,0,0,0
,Guinea-Bissau,11.8037,-15.1804,29 January 2020,0,0,0
,Mali,17.570692,-3.996166,29 January 2020,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,29 January 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,29 January 2020,0,0,0
Yukon,Canada,64.2823,-135,29 January 2020,0,0,0
,Kosovo,42.602636,20.902977,29 January 2020,0,0,0
,Burma,21.9162,95.956,29 January 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,29 January 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,29 January 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,29 January 2020,0,0,0
,MS Zaandam,0,0,29 January 2020,0,0,0
,Botswana,-22.3285,24.6849,29 January 2020,0,0,0
,Burundi,-3.3731,29.9189,29 January 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,29 January 2020,0,0,0
,Malawi,-13.254308,34.301525,29 January 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,29 January 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,29 January 2020,0,0,0
,South Sudan,6.877,31.307,29 January 2020,0,0,0
,Western Sahara,24.2155,-12.8858,29 January 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,29 January 2020,0,0,0
,Yemen,15.552727,48.516388,29 January 2020,0,0,0
,Comoros,-11.6455,43.3333,29 January 2020,0,0,0
,Tajikistan,38.861034,71.276093,29 January 2020,0,0,0
,Lesotho,-29.609988,28.233608,29 January 2020,0,0,0
,Afghanistan,33,65,30 January 2020,0,0,0
,Albania,41.1533,20.1683,30 January 2020,0,0,0
,Algeria,28.0339,1.6596,30 January 2020,0,0,0
,Andorra,42.5063,1.5218,30 January 2020,0,0,0
,Angola,-11.2027,17.8739,30 January 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,30 January 2020,0,0,0
,Argentina,-38.4161,-63.6167,30 January 2020,0,0,0
,Armenia,40.0691,45.0382,30 January 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,30 January 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,30 January 2020,4,0,2
Northern Territory,Australia,-12.4634,130.8456,30 January 2020,0,0,0
Queensland,Australia,-28.0167,153.4,30 January 2020,3,0,0
South Australia,Australia,-34.9285,138.6007,30 January 2020,0,0,0
Tasmania,Australia,-41.4545,145.9707,30 January 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,30 January 2020,2,0,0
Western Australia,Australia,-31.9505,115.8605,30 January 2020,0,0,0
,Austria,47.5162,14.5501,30 January 2020,0,0,0
,Azerbaijan,40.1431,47.5769,30 January 2020,0,0,0
,Bahamas,25.0343,-77.3963,30 January 2020,0,0,0
,Bahrain,26.0275,50.55,30 January 2020,0,0,0
,Bangladesh,23.685,90.3563,30 January 2020,0,0,0
,Barbados,13.1939,-59.5432,30 January 2020,0,0,0
,Belarus,53.7098,27.9534,30 January 2020,0,0,0
,Belgium,50.8333,4,30 January 2020,0,0,0
,Benin,9.3077,2.3158,30 January 2020,0,0,0
,Bhutan,27.5142,90.4336,30 January 2020,0,0,0
,Bolivia,-16.2902,-63.5887,30 January 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,30 January 2020,0,0,0
,Brazil,-14.235,-51.9253,30 January 2020,0,0,0
,Brunei,4.5353,114.7277,30 January 2020,0,0,0
,Bulgaria,42.7339,25.4858,30 January 2020,0,0,0
,Burkina Faso,12.2383,-1.5616,30 January 2020,0,0,0
,Cabo Verde,16.5388,-23.0418,30 January 2020,0,0,0
,Cambodia,11.55,104.9167,30 January 2020,1,0,0
,Cameroon,3.848,11.5021,30 January 2020,0,0,0
Alberta,Canada,53.9333,-116.5765,30 January 2020,0,0,0
British Columbia,Canada,49.2827,-123.1207,30 January 2020,1,0,0
Grand Princess,Canada,37.6489,-122.6655,30 January 2020,0,0,0
Manitoba,Canada,53.7609,-98.8139,30 January 2020,0,0,0
New Brunswick,Canada,46.5653,-66.4619,30 January 2020,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,30 January 2020,0,0,0
Nova Scotia,Canada,44.682,-63.7443,30 January 2020,0,0,0
Ontario,Canada,51.2538,-85.3232,30 January 2020,1,0,0
Prince Edward Island,Canada,46.5107,-63.4168,30 January 2020,0,0,0
Quebec,Canada,52.9399,-73.5491,30 January 2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,30 January 2020,0,0,0
,Central African Republic,6.6111,20.9394,30 January 2020,0,0,0
,Chad,15.4542,18.7322,30 January 2020,0,0,0
,Chile,-35.6751,-71.543,30 January 2020,0,0,0
Anhui,China,31.8257,117.2264,30 January 2020,200,0,2
Beijing,China,40.1824,116.4142,30 January 2020,114,1,4
Chongqing,China,30.0572,107.874,30 January 2020,182,0,1
Fujian,China,26.0789,117.9874,30 January 2020,101,0,0
Gansu,China,37.8099,101.0583,30 January 2020,26,0,0
Guangdong,China,23.3417,113.4244,30 January 2020,354,0,10
Guangxi,China,23.8298,108.7881,30 January 2020,78,0,2
Guizhou,China,26.8154,106.8748,30 January 2020,12,0,1
Hainan,China,19.1959,109.7453,30 January 2020,46,1,1
Hebei,China,39.549,116.1306,30 January 2020,65,1,0
Heilongjiang,China,47.862,127.7615,30 January 2020,44,2,0
Henan,China,33.882,113.614,30 January 2020,278,2,2
Hong Kong,China,22.3,114.2,30 January 2020,10,0,0
Hubei,China,30.9756,112.2707,30 January 2020,4903,162,90
Hunan,China,27.6104,111.7088,30 January 2020,277,0,2
Inner Mongolia,China,44.0935,113.9448,30 January 2020,19,0,0
Jiangsu,China,32.9711,119.455,30 January 2020,129,0,1
Jiangxi,China,27.614,115.7221,30 January 2020,162,0,5
Jilin,China,43.6661,126.1923,30 January 2020,14,0,1
Liaoning,China,41.2956,122.6085,30 January 2020,41,0,1
Macau,China,22.1667,113.55,30 January 2020,7,0,0
Ningxia,China,37.2692,106.1655,30 January 2020,17,0,0
Qinghai,China,35.7452,95.9956,30 January 2020,8,0,0
Shaanxi,China,35.1917,108.8701,30 January 2020,63,0,0
Shandong,China,36.3427,118.1498,30 January 2020,158,0,1
Shanghai,China,31.202,121.4491,30 January 2020,112,1,5
Shanxi,China,37.5777,112.2922,30 January 2020,35,0,1
Sichuan,China,30.6171,102.7103,30 January 2020,142,1,1
Tianjin,China,39.3054,117.323,30 January 2020,31,0,0
Tibet,China,31.6927,88.0924,30 January 2020,1,0,0
Xinjiang,China,41.1129,85.2401,30 January 2020,14,0,0
Yunnan,China,24.974,101.487,30 January 2020,70,0,0
Zhejiang,China,29.1832,120.0934,30 January 2020,428,0,4
,Colombia,4.5709,-74.2973,30 January 2020,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,30 January 2020,0,0,0
,Congo (Kinshasa),-4.0383,21.7587,30 January 2020,0,0,0
,Costa Rica,9.7489,-83.7534,30 January 2020,0,0,0
,Cote d'Ivoire,7.54,-5.5471,30 January 2020,0,0,0
,Croatia,45.1,15.2,30 January 2020,0,0,0
,Diamond Princess,0,0,30 January 2020,0,0,0
,Cuba,22,-80,30 January 2020,0,0,0
,Cyprus,35.1264,33.4299,30 January 2020,0,0,0
,Czechia,49.8175,15.473,30 January 2020,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,30 January 2020,0,0,0
Greenland,Denmark,71.7069,-42.6043,30 January 2020,0,0,0
,Denmark,56.2639,9.5018,30 January 2020,0,0,0
,Djibouti,11.8251,42.5903,30 January 2020,0,0,0
,Dominican Republic,18.7357,-70.1627,30 January 2020,0,0,0
,Ecuador,-1.8312,-78.1834,30 January 2020,0,0,0
,Egypt,26,30,30 January 2020,0,0,0
,El Salvador,13.7942,-88.8965,30 January 2020,0,0,0
,Equatorial Guinea,1.5,10,30 January 2020,0,0,0
,Eritrea,15.1794,39.7823,30 January 2020,0,0,0
,Estonia,58.5953,25.0136,30 January 2020,0,0,0
,Eswatini,-26.5225,31.4659,30 January 2020,0,0,0
,Ethiopia,9.145,40.4897,30 January 2020,0,0,0
,Fiji,-17.7134,178.065,30 January 2020,0,0,0
,Finland,64,26,30 January 2020,1,0,0
French Guiana,France,3.9339,-53.1258,30 January 2020,0,0,0
French Polynesia,France,-17.6797,149.4068,30 January 2020,0,0,0
Guadeloupe,France,16.25,-61.5833,30 January 2020,0,0,0
Mayotte,France,-12.8275,45.1662,30 January 2020,0,0,0
New Caledonia,France,-20.9043,165.618,30 January 2020,0,0,0
Reunion,France,-21.1351,55.2471,30 January 2020,0,0,0
Saint Barthelemy,France,17.9,-62.8333,30 January 2020,0,0,0
St Martin,France,18.0708,-63.0501,30 January 2020,0,0,0
Martinique,France,14.6415,-61.0242,30 January 2020,0,0,0
,France,46.2276,2.2137,30 January 2020,5,0,0
,Gabon,-0.8037,11.6094,30 January 2020,0,0,0
,Gambia,13.4432,-15.3101,30 January 2020,0,0,0
,Georgia,42.3154,43.3569,30 January 2020,0,0,0
,Germany,51,9,30 January 2020,4,0,0
,Ghana,7.9465,-1.0232,30 January 2020,0,0,0
,Greece,39.0742,21.8243,30 January 2020,0,0,0
,Guatemala,15.7835,-90.2308,30 January 2020,0,0,0
,Guinea,9.9456,-9.6966,30 January 2020,0,0,0
,Guyana,5,-58.75,30 January 2020,0,0,0
,Haiti,18.9712,-72.2852,30 January 2020,0,0,0
,Holy See,41.9029,12.4534,30 January 2020,0,0,0
,Honduras,15.2,-86.2419,30 January 2020,0,0,0
,Hungary,47.1625,19.5033,30 January 2020,0,0,0
,Iceland,64.9631,-19.0208,30 January 2020,0,0,0
,India,21,78,30 January 2020,1,0,0
,Indonesia,-0.7893,113.9213,30 January 2020,0,0,0
,Iran,32,53,30 January 2020,0,0,0
,Iraq,33,44,30 January 2020,0,0,0
,Ireland,53.1424,-7.6921,30 January 2020,0,0,0
,Israel,31,35,30 January 2020,0,0,0
,Italy,43,12,30 January 2020,0,0,0
,Jamaica,18.1096,-77.2975,30 January 2020,0,0,0
,Japan,36,138,30 January 2020,11,0,1
,Jordan,31.24,36.51,30 January 2020,0,0,0
,Kazakhstan,48.0196,66.9237,30 January 2020,0,0,0
,Kenya,-0.0236,37.9062,30 January 2020,0,0,0
,South Korea,36,128,30 January 2020,4,0,0
,Kuwait,29.5,47.75,30 January 2020,0,0,0
,Kyrgyzstan,41.2044,74.7661,30 January 2020,0,0,0
,Latvia,56.8796,24.6032,30 January 2020,0,0,0
,Lebanon,33.8547,35.8623,30 January 2020,0,0,0
,Liberia,6.4281,-9.4295,30 January 2020,0,0,0
,Liechtenstein,47.14,9.55,30 January 2020,0,0,0
,Lithuania,55.1694,23.8813,30 January 2020,0,0,0
,Luxembourg,49.8153,6.1296,30 January 2020,0,0,0
,Madagascar,-18.7669,46.8691,30 January 2020,0,0,0
,Malaysia,2.5,112.5,30 January 2020,8,0,0
,Maldives,3.2028,73.2207,30 January 2020,0,0,0
,Malta,35.9375,14.3754,30 January 2020,0,0,0
,Mauritania,21.0079,10.9408,30 January 2020,0,0,0
,Mauritius,-20.2,57.5,30 January 2020,0,0,0
,Mexico,23.6345,-102.5528,30 January 2020,0,0,0
,Moldova,47.4116,28.3699,30 January 2020,0,0,0
,Monaco,43.7333,7.4167,30 January 2020,0,0,0
,Mongolia,46.8625,103.8467,30 January 2020,0,0,0
,Montenegro,42.5,19.3,30 January 2020,0,0,0
,Morocco,31.7917,-7.0926,30 January 2020,0,0,0
,Namibia,-22.9576,18.4904,30 January 2020,0,0,0
,Nepal,28.1667,84.25,30 January 2020,1,0,0
Aruba,Netherlands,12.5186,-70.0358,30 January 2020,0,0,0
Curacao,Netherlands,12.1696,-68.99,30 January 2020,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,30 January 2020,0,0,0
,Netherlands,52.1326,5.2913,30 January 2020,0,0,0
,New Zealand,-40.9006,174.886,30 January 2020,0,0,0
,Nicaragua,12.8654,-85.2072,30 January 2020,0,0,0
,Niger,17.6078,8.0817,30 January 2020,0,0,0
,Nigeria,9.082,8.6753,30 January 2020,0,0,0
,North Macedonia,41.6086,21.7453,30 January 2020,0,0,0
,Norway,60.472,8.4689,30 January 2020,0,0,0
,Oman,21,57,30 January 2020,0,0,0
,Pakistan,30.3753,69.3451,30 January 2020,0,0,0
,Panama,8.538,-80.7821,30 January 2020,0,0,0
,Papua New Guinea,-6.315,143.9555,30 January 2020,0,0,0
,Paraguay,-23.4425,-58.4438,30 January 2020,0,0,0
,Peru,-9.19,-75.0152,30 January 2020,0,0,0
,Philippines,13,122,30 January 2020,1,0,0
,Poland,51.9194,19.1451,30 January 2020,0,0,0
,Portugal,39.3999,-8.2245,30 January 2020,0,0,0
,Qatar,25.3548,51.1839,30 January 2020,0,0,0
,Romania,45.9432,24.9668,30 January 2020,0,0,0
,Russia,60,90,30 January 2020,0,0,0
,Rwanda,-1.9403,29.8739,30 January 2020,0,0,0
,Saint Lucia,13.9094,-60.9789,30 January 2020,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,30 January 2020,0,0,0
,San Marino,43.9424,12.4578,30 January 2020,0,0,0
,Saudi Arabia,24,45,30 January 2020,0,0,0
,Senegal,14.4974,-14.4524,30 January 2020,0,0,0
,Serbia,44.0165,21.0059,30 January 2020,0,0,0
,Seychelles,-4.6796,55.492,30 January 2020,0,0,0
,Singapore,1.2833,103.8333,30 January 2020,10,0,0
,Slovakia,48.669,19.699,30 January 2020,0,0,0
,Slovenia,46.1512,14.9955,30 January 2020,0,0,0
,Somalia,5.1521,46.1996,30 January 2020,0,0,0
,South Africa,-30.5595,22.9375,30 January 2020,0,0,0
,Spain,40,-4,30 January 2020,0,0,0
,Sri Lanka,7,81,30 January 2020,1,0,0
,Sudan,12.8628,30.2176,30 January 2020,0,0,0
,Suriname,3.9193,-56.0278,30 January 2020,0,0,0
,Sweden,63,16,30 January 2020,0,0,0
,Switzerland,46.8182,8.2275,30 January 2020,0,0,0
,Taiwan*,23.7,121,30 January 2020,9,0,0
,Tanzania,-6.369,34.8888,30 January 2020,0,0,0
,Thailand,15,101,30 January 2020,14,0,5
,Togo,8.6195,0.8248,30 January 2020,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,30 January 2020,0,0,0
,Tunisia,34,9,30 January 2020,0,0,0
,Turkey,38.9637,35.2433,30 January 2020,0,0,0
,Uganda,1,32,30 January 2020,0,0,0
,Ukraine,48.3794,31.1656,30 January 2020,0,0,0
,United Arab Emirates,24,54,30 January 2020,4,0,0
Bermuda,United Kingdom,32.3078,-64.7505,30 January 2020,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,30 January 2020,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,30 January 2020,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,30 January 2020,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,30 January 2020,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,30 January 2020,0,0,0
,United Kingdom,55.3781,-3.436,30 January 2020,0,0,0
,Uruguay,-32.5228,-55.7658,30 January 2020,0,0,0
,US,37.0902,-95.7129,30 January 2020,5,0,0
,Uzbekistan,41.3775,64.5853,30 January 2020,0,0,0
,Venezuela,6.4238,-66.5897,30 January 2020,0,0,0
,Vietnam,16,108,30 January 2020,2,0,0
,Zambia,-15.4167,28.2833,30 January 2020,0,0,0
,Zimbabwe,-20,30,30 January 2020,0,0,0
Diamond Princess,Canada,0,0,30 January 2020,0,0,0
,Dominica,15.415,-61.371,30 January 2020,0,0,0
,Grenada,12.1165,-61.679,30 January 2020,0,0,0
,Mozambique,-18.665695,35.529562,30 January 2020,0,0,0
,Syria,34.802075,38.996815,30 January 2020,0,0,0
,Timor-Leste,-8.874217,125.727539,30 January 2020,0,0,0
,Belize,13.1939,-59.5432,30 January 2020,0,0,0
,Laos,19.85627,102.495496,30 January 2020,0,0,0
,Libya,26.3351,17.228331,30 January 2020,0,0,0
,West Bank and Gaza,31.9522,35.2332,30 January 2020,0,0,0
,Guinea-Bissau,11.8037,-15.1804,30 January 2020,0,0,0
,Mali,17.570692,-3.996166,30 January 2020,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,30 January 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,30 January 2020,0,0,0
Yukon,Canada,64.2823,-135,30 January 2020,0,0,0
,Kosovo,42.602636,20.902977,30 January 2020,0,0,0
,Burma,21.9162,95.956,30 January 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,30 January 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,30 January 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,30 January 2020,0,0,0
,MS Zaandam,0,0,30 January 2020,0,0,0
,Botswana,-22.3285,24.6849,30 January 2020,0,0,0
,Burundi,-3.3731,29.9189,30 January 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,30 January 2020,0,0,0
,Malawi,-13.254308,34.301525,30 January 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,30 January 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,30 January 2020,0,0,0
,South Sudan,6.877,31.307,30 January 2020,0,0,0
,Western Sahara,24.2155,-12.8858,30 January 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,30 January 2020,0,0,0
,Yemen,15.552727,48.516388,30 January 2020,0,0,0
,Comoros,-11.6455,43.3333,30 January 2020,0,0,0
,Tajikistan,38.861034,71.276093,30 January 2020,0,0,0
,Lesotho,-29.609988,28.233608,30 January 2020,0,0,0
,Afghanistan,33,65,31 January 2020,0,0,0
,Albania,41.1533,20.1683,31 January 2020,0,0,0
,Algeria,28.0339,1.6596,31 January 2020,0,0,0
,Andorra,42.5063,1.5218,31 January 2020,0,0,0
,Angola,-11.2027,17.8739,31 January 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,31 January 2020,0,0,0
,Argentina,-38.4161,-63.6167,31 January 2020,0,0,0
,Armenia,40.0691,45.0382,31 January 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,31 January 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,31 January 2020,4,0,2
Northern Territory,Australia,-12.4634,130.8456,31 January 2020,0,0,0
Queensland,Australia,-28.0167,153.4,31 January 2020,2,0,0
South Australia,Australia,-34.9285,138.6007,31 January 2020,0,0,0
Tasmania,Australia,-41.4545,145.9707,31 January 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,31 January 2020,3,0,0
Western Australia,Australia,-31.9505,115.8605,31 January 2020,0,0,0
,Austria,47.5162,14.5501,31 January 2020,0,0,0
,Azerbaijan,40.1431,47.5769,31 January 2020,0,0,0
,Bahamas,25.0343,-77.3963,31 January 2020,0,0,0
,Bahrain,26.0275,50.55,31 January 2020,0,0,0
,Bangladesh,23.685,90.3563,31 January 2020,0,0,0
,Barbados,13.1939,-59.5432,31 January 2020,0,0,0
,Belarus,53.7098,27.9534,31 January 2020,0,0,0
,Belgium,50.8333,4,31 January 2020,0,0,0
,Benin,9.3077,2.3158,31 January 2020,0,0,0
,Bhutan,27.5142,90.4336,31 January 2020,0,0,0
,Bolivia,-16.2902,-63.5887,31 January 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,31 January 2020,0,0,0
,Brazil,-14.235,-51.9253,31 January 2020,0,0,0
,Brunei,4.5353,114.7277,31 January 2020,0,0,0
,Bulgaria,42.7339,25.4858,31 January 2020,0,0,0
,Burkina Faso,12.2383,-1.5616,31 January 2020,0,0,0
,Cabo Verde,16.5388,-23.0418,31 January 2020,0,0,0
,Cambodia,11.55,104.9167,31 January 2020,1,0,0
,Cameroon,3.848,11.5021,31 January 2020,0,0,0
Alberta,Canada,53.9333,-116.5765,31 January 2020,0,0,0
British Columbia,Canada,49.2827,-123.1207,31 January 2020,1,0,0
Grand Princess,Canada,37.6489,-122.6655,31 January 2020,0,0,0
Manitoba,Canada,53.7609,-98.8139,31 January 2020,0,0,0
New Brunswick,Canada,46.5653,-66.4619,31 January 2020,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,31 January 2020,0,0,0
Nova Scotia,Canada,44.682,-63.7443,31 January 2020,0,0,0
Ontario,Canada,51.2538,-85.3232,31 January 2020,3,0,0
Prince Edward Island,Canada,46.5107,-63.4168,31 January 2020,0,0,0
Quebec,Canada,52.9399,-73.5491,31 January 2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,31 January 2020,0,0,0
,Central African Republic,6.6111,20.9394,31 January 2020,0,0,0
,Chad,15.4542,18.7322,31 January 2020,0,0,0
,Chile,-35.6751,-71.543,31 January 2020,0,0,0
Anhui,China,31.8257,117.2264,31 January 2020,237,0,3
Beijing,China,40.1824,116.4142,31 January 2020,139,1,5
Chongqing,China,30.0572,107.874,31 January 2020,211,0,1
Fujian,China,26.0789,117.9874,31 January 2020,120,0,0
Gansu,China,37.8099,101.0583,31 January 2020,29,0,0
Guangdong,China,23.3417,113.4244,31 January 2020,436,0,11
Guangxi,China,23.8298,108.7881,31 January 2020,87,0,2
Guizhou,China,26.8154,106.8748,31 January 2020,29,0,2
Hainan,China,19.1959,109.7453,31 January 2020,52,1,1
Hebei,China,39.549,116.1306,31 January 2020,82,1,0
Heilongjiang,China,47.862,127.7615,31 January 2020,59,2,0
Henan,China,33.882,113.614,31 January 2020,352,2,3
Hong Kong,China,22.3,114.2,31 January 2020,12,0,0
Hubei,China,30.9756,112.2707,31 January 2020,5806,204,141
Hunan,China,27.6104,111.7088,31 January 2020,332,0,2
Inner Mongolia,China,44.0935,113.9448,31 January 2020,20,0,1
Jiangsu,China,32.9711,119.455,31 January 2020,168,0,5
Jiangxi,China,27.614,115.7221,31 January 2020,240,0,7
Jilin,China,43.6661,126.1923,31 January 2020,14,0,1
Liaoning,China,41.2956,122.6085,31 January 2020,48,0,1
Macau,China,22.1667,113.55,31 January 2020,7,0,0
Ningxia,China,37.2692,106.1655,31 January 2020,21,0,0
Qinghai,China,35.7452,95.9956,31 January 2020,8,0,0
Shaanxi,China,35.1917,108.8701,31 January 2020,87,0,0
